Product Code,Product Description,Purchase/Usage Frequency,Date,Customer ID,State
20725,Funds,1,7/20/2011 14:55,14056,Uttar Pradesh
23206,Junior Account,1,7/20/2011 14:55,14056,Uttar Pradesh
22469,Credit Card,1,7/20/2011 15:33,15260,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/20/2011 15:33,15260,Uttar Pradesh
22384,E Account,1,7/20/2011 15:33,15260,Uttar Pradesh
21212,Health Insurance,1,7/20/2011 15:33,15260,Uttar Pradesh
20727,Long Term Deposits,1,7/20/2011 15:33,15260,Uttar Pradesh
23298,NRI Account,1,7/20/2011 15:33,15260,Uttar Pradesh
23298,NRI Account,1,7/20/2011 15:44,14755,Uttar Pradesh
22720,Property Insurance,1,7/20/2011 15:44,14755,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/20/2011 15:44,14755,Uttar Pradesh
85099B,Short Term Deposits,1,7/20/2011 15:56,17754,Uttar Pradesh
20727,Long Term Deposits,1,7/21/2011 8:44,13995,Uttar Pradesh
22383,Pension Plans,1,7/21/2011 8:44,13995,Uttar Pradesh
23209B,Mortgage,1,7/21/2011 8:44,13995,Uttar Pradesh
22469,Credit Card,1,7/21/2011 8:44,13995,Uttar Pradesh
20728,Particular Plus Account,1,7/21/2011 8:44,13995,Uttar Pradesh
22384,E Account,1,7/21/2011 8:44,13995,Uttar Pradesh
23206,Junior Account,1,7/21/2011 8:44,13995,Uttar Pradesh
22993,Fire Insurance,1,7/21/2011 10:10,14769,Uttar Pradesh
23209B,Mortgage,1,7/21/2011 10:10,14769,Uttar Pradesh
22720,Property Insurance,1,7/21/2011 10:10,14769,Uttar Pradesh
22197,Life Insurance,1,7/21/2011 10:10,14769,Uttar Pradesh
22720,Property Insurance,1,7/21/2011 10:24,15108,Puducherry
22423,Payroll Account,1,7/21/2011 10:29,14051,Uttar Pradesh
20728,Particular Plus Account,1,7/21/2011 10:30,14688,Uttar Pradesh
22197,Life Insurance,1,7/21/2011 10:30,14688,Uttar Pradesh
22423,Payroll Account,1,7/21/2011 10:32,15189,Uttar Pradesh
23298,NRI Account,1,7/21/2011 10:32,15189,Uttar Pradesh
22086,Vehicle Insurance,1,7/21/2011 10:44,18143,Uttar Pradesh
23203,Particular Account ,1,7/21/2011 10:44,18143,Uttar Pradesh
20728,Particular Plus Account,1,7/21/2011 10:44,18143,Uttar Pradesh
22457,Taxes,1,7/21/2011 10:44,18143,Uttar Pradesh
21212,Health Insurance,1,7/21/2011 10:59,17811,Uttar Pradesh
22197,Life Insurance,1,7/21/2011 10:59,17811,Uttar Pradesh
22423,Payroll Account,1,7/21/2011 11:42,14517,Uttar Pradesh
22457,Taxes,1,7/21/2011 12:00,17694,Uttar Pradesh
23298,NRI Account,1,7/21/2011 12:00,17694,Uttar Pradesh
22720,Property Insurance,1,7/21/2011 12:14,16891,Uttar Pradesh
22993,Fire Insurance,1,7/21/2011 12:14,16891,Uttar Pradesh
22720,Property Insurance,1,7/21/2011 12:14,16891,Uttar Pradesh
22386,Debit Card,1,7/21/2011 12:15,16523,Uttar Pradesh
85099B,Short Term Deposits,1,7/21/2011 12:15,16523,Uttar Pradesh
23203,Particular Account ,1,7/21/2011 12:15,16523,Uttar Pradesh
22469,Credit Card,1,7/21/2011 12:25,14298,Uttar Pradesh
22423,Payroll Account,1,7/21/2011 12:25,14298,Uttar Pradesh
22197,Life Insurance,1,7/21/2011 12:25,14298,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/21/2011 12:25,14298,Uttar Pradesh
22457,Taxes,1,7/21/2011 12:25,14298,Uttar Pradesh
84879,Guarantees,1,7/21/2011 12:29,15570,Uttar Pradesh
23209B,Mortgage,1,7/21/2011 12:46,13098,Uttar Pradesh
22423,Payroll Account,1,7/21/2011 12:46,13098,Uttar Pradesh
23206,Junior Account,1,7/21/2011 12:46,13098,Uttar Pradesh
22384,E Account,1,7/21/2011 12:46,13098,Uttar Pradesh
22382,Long Term Loan,1,7/21/2011 12:46,13098,Uttar Pradesh
22457,Taxes,1,7/21/2011 13:25,14403,Uttar Pradesh
22469,Credit Card,1,7/21/2011 13:28,13668,Uttar Pradesh
22469,Credit Card,1,7/21/2011 13:37,17660,Uttar Pradesh
22720,Property Insurance,1,7/21/2011 13:48,14085,Uttar Pradesh
22993,Fire Insurance,1,7/21/2011 13:48,14085,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/21/2011 13:48,14085,Uttar Pradesh
22423,Payroll Account,1,7/21/2011 13:48,14085,Uttar Pradesh
84879,Guarantees,1,7/21/2011 13:48,14085,Uttar Pradesh
21034,Home Insurance,1,7/21/2011 13:48,14085,Uttar Pradesh
21034,Home Insurance,1,7/21/2011 13:53,12748,Uttar Pradesh
22993,Fire Insurance,1,7/21/2011 14:14,14866,Uttar Pradesh
22720,Property Insurance,1,7/21/2011 14:14,14866,Uttar Pradesh
23206,Junior Account,1,7/21/2011 14:34,13157,Uttar Pradesh
22382,Long Term Loan,1,7/21/2011 14:34,13157,Uttar Pradesh
22384,E Account,1,7/21/2011 14:34,13157,Uttar Pradesh
20728,Particular Plus Account,1,7/21/2011 14:34,13157,Uttar Pradesh
20727,Long Term Deposits,1,7/21/2011 14:34,13157,Uttar Pradesh
20725,Funds,1,7/21/2011 14:34,13157,Uttar Pradesh
22383,Pension Plans,1,7/21/2011 14:34,13157,Uttar Pradesh
23209B,Mortgage,1,7/21/2011 14:34,13157,Uttar Pradesh
20728,Particular Plus Account,1,7/21/2011 14:41,14745,Uttar Pradesh
22382,Long Term Loan,1,7/21/2011 14:41,14745,Uttar Pradesh
22993,Fire Insurance,1,7/21/2011 14:52,13881,Uttar Pradesh
23203,Particular Account ,1,7/21/2011 15:12,13562,Uttar Pradesh
85099B,Short Term Deposits,1,7/21/2011 15:12,13562,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/21/2011 15:12,13562,Uttar Pradesh
23206,Junior Account,1,7/21/2011 15:14,12626,Karnataka
22382,Long Term Loan,1,7/21/2011 15:14,12626,Karnataka
20727,Long Term Deposits,1,7/21/2011 15:16,14410,Uttar Pradesh
22727,Savings Account,1,7/21/2011 15:47,17213,Uttar Pradesh
22384,E Account,1,7/21/2011 16:12,13694,Uttar Pradesh
22383,Pension Plans,1,7/21/2011 16:12,13694,Uttar Pradesh
23206,Junior Account,1,7/21/2011 16:12,13694,Uttar Pradesh
22727,Savings Account,1,7/21/2011 16:33,15380,Uttar Pradesh
23206,Junior Account,1,7/21/2011 17:08,13089,Uttar Pradesh
22457,Taxes,1,7/21/2011 17:08,13089,Uttar Pradesh
20725,Funds,1,7/21/2011 17:08,13089,Uttar Pradesh
23209B,Mortgage,1,7/21/2011 17:08,13089,Uttar Pradesh
84879,Guarantees,1,7/21/2011 17:08,13089,Uttar Pradesh
22386,Debit Card,1,7/21/2011 17:08,13089,Uttar Pradesh
23298,NRI Account,1,7/21/2011 17:08,13804,Uttar Pradesh
47566,Travel Insurance,1,7/21/2011 17:09,14911,Madhya Pradesh
20728,Particular Plus Account,1,7/21/2011 17:09,14911,Madhya Pradesh
22423,Payroll Account,1,7/21/2011 17:12,13089,Uttar Pradesh
47566,Travel Insurance,1,7/21/2011 17:26,15623,Uttar Pradesh
23298,NRI Account,1,7/21/2011 17:26,15623,Uttar Pradesh
22469,Credit Card,1,7/21/2011 17:26,15623,Uttar Pradesh
47566,Travel Insurance,1,7/21/2011 17:26,12971,Uttar Pradesh
22423,Payroll Account,1,7/21/2011 17:39,12476,Karnataka
23203,Particular Account ,1,7/21/2011 17:39,12476,Karnataka
22720,Property Insurance,1,7/21/2011 17:55,15827,Uttar Pradesh
22423,Payroll Account,1,7/21/2011 17:55,15827,Uttar Pradesh
22423,Payroll Account,1,7/21/2011 18:08,17175,Uttar Pradesh
47566,Travel Insurance,1,7/21/2011 18:08,17175,Uttar Pradesh
22469,Credit Card,1,7/21/2011 18:08,17175,Uttar Pradesh
23203,Particular Account ,1,7/21/2011 18:19,13313,Uttar Pradesh
22386,Debit Card,1,7/21/2011 18:19,13313,Uttar Pradesh
22384,E Account,1,7/21/2011 18:19,13313,Uttar Pradesh
23206,Junior Account,1,7/21/2011 18:19,13313,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/21/2011 18:19,13313,Uttar Pradesh
23209B,Mortgage,1,7/21/2011 18:27,14849,Uttar Pradesh
23298,NRI Account,1,7/21/2011 18:27,14849,Uttar Pradesh
84879,Guarantees,1,7/21/2011 18:27,14849,Uttar Pradesh
47566,Travel Insurance,1,7/21/2011 18:31,15971,Uttar Pradesh
22457,Taxes,1,7/21/2011 19:17,16224,Uttar Pradesh
22727,Savings Account,1,7/21/2011 19:17,16224,Uttar Pradesh
22993,Fire Insurance,1,7/22/2011 9:01,15061,Uttar Pradesh
22423,Payroll Account,1,7/22/2011 9:02,15061,Uttar Pradesh
22727,Savings Account,1,7/22/2011 9:55,13078,Uttar Pradesh
22423,Payroll Account,1,7/22/2011 9:55,13078,Uttar Pradesh
84879,Guarantees,1,7/22/2011 10:00,14852,Uttar Pradesh
22383,Pension Plans,1,7/22/2011 10:00,14852,Uttar Pradesh
85099B,Short Term Deposits,1,7/22/2011 10:00,14852,Uttar Pradesh
20725,Funds,1,7/22/2011 10:00,14852,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/22/2011 10:00,14852,Uttar Pradesh
22383,Pension Plans,1,7/22/2011 10:48,16722,Uttar Pradesh
20727,Long Term Deposits,1,7/22/2011 10:48,16722,Uttar Pradesh
23209B,Mortgage,1,7/22/2011 10:48,16722,Uttar Pradesh
23206,Junior Account,1,7/22/2011 10:48,16722,Uttar Pradesh
21034,Home Insurance,1,7/22/2011 10:52,17920,Uttar Pradesh
22383,Pension Plans,1,7/22/2011 11:31,15005,Uttar Pradesh
23206,Junior Account,1,7/22/2011 11:31,15005,Uttar Pradesh
20728,Particular Plus Account,1,7/22/2011 11:31,15005,Uttar Pradesh
22382,Long Term Loan,1,7/22/2011 11:31,15005,Uttar Pradesh
20725,Funds,1,7/22/2011 11:31,15005,Uttar Pradesh
22469,Credit Card,1,7/22/2011 11:44,14209,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/22/2011 11:44,14209,Uttar Pradesh
47566,Travel Insurance,1,7/22/2011 11:55,14426,Uttar Pradesh
23298,NRI Account,1,7/22/2011 11:55,14426,Uttar Pradesh
21212,Health Insurance,1,7/22/2011 12:08,18146,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/22/2011 12:41,16107,Uttar Pradesh
22720,Property Insurance,1,7/22/2011 12:41,16107,Uttar Pradesh
47566,Travel Insurance,1,7/22/2011 12:41,16107,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/22/2011 13:17,15854,Uttar Pradesh
22720,Property Insurance,1,7/22/2011 13:20,15704,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/22/2011 13:20,15704,Uttar Pradesh
23298,NRI Account,1,7/22/2011 13:20,15704,Uttar Pradesh
22386,Debit Card,1,7/22/2011 13:20,15704,Uttar Pradesh
23203,Particular Account ,1,7/22/2011 13:20,15704,Uttar Pradesh
84879,Guarantees,1,7/22/2011 13:20,15704,Uttar Pradesh
47566,Travel Insurance,1,7/22/2011 13:20,15704,Uttar Pradesh
21034,Home Insurance,1,7/22/2011 13:20,15704,Uttar Pradesh
22423,Payroll Account,1,7/22/2011 13:29,12438,Telangana
22423,Payroll Account,1,7/22/2011 13:31,18161,Uttar Pradesh
47566,Travel Insurance,1,7/22/2011 13:31,18161,Uttar Pradesh
22457,Taxes,1,7/22/2011 13:31,18161,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/22/2011 13:31,18161,Uttar Pradesh
22720,Property Insurance,1,7/22/2011 13:31,18161,Uttar Pradesh
84879,Guarantees,1,7/22/2011 13:31,18161,Uttar Pradesh
22469,Credit Card,1,7/22/2011 13:35,15704,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/22/2011 13:53,17625,Uttar Pradesh
23298,NRI Account,1,7/22/2011 13:53,17625,Uttar Pradesh
47566,Travel Insurance,1,7/22/2011 13:53,17625,Uttar Pradesh
21212,Health Insurance,1,7/22/2011 13:53,17625,Uttar Pradesh
21034,Home Insurance,1,7/22/2011 13:53,17625,Uttar Pradesh
22423,Payroll Account,1,7/22/2011 13:59,12627,Karnataka
22720,Property Insurance,1,7/22/2011 13:59,12627,Karnataka
20725,Funds,1,7/22/2011 13:59,12627,Karnataka
20728,Particular Plus Account,1,7/22/2011 13:59,12627,Karnataka
20727,Long Term Deposits,1,7/22/2011 13:59,12627,Karnataka
22382,Long Term Loan,1,7/22/2011 13:59,12627,Karnataka
22384,E Account,1,7/22/2011 13:59,12627,Karnataka
23298,NRI Account,1,7/22/2011 13:59,12627,Karnataka
22386,Debit Card,1,7/22/2011 15:02,16161,Uttar Pradesh
85099B,Short Term Deposits,1,7/22/2011 15:02,16161,Uttar Pradesh
23203,Particular Account ,1,7/22/2011 15:02,16161,Uttar Pradesh
20725,Funds,1,7/22/2011 15:02,16161,Uttar Pradesh
22382,Long Term Loan,1,7/22/2011 15:02,16161,Uttar Pradesh
22383,Pension Plans,1,7/22/2011 15:02,16161,Uttar Pradesh
20727,Long Term Deposits,1,7/22/2011 15:02,16161,Uttar Pradesh
23209B,Mortgage,1,7/22/2011 15:02,16161,Uttar Pradesh
85099B,Short Term Deposits,1,7/22/2011 15:21,15640,Uttar Pradesh
22197,Life Insurance,1,7/22/2011 16:03,15856,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/22/2011 16:03,15856,Uttar Pradesh
20725,Funds,1,7/22/2011 16:04,18262,Uttar Pradesh
85099B,Short Term Deposits,1,7/22/2011 17:21,13563,Uttar Pradesh
22720,Property Insurance,1,7/22/2011 17:21,13563,Uttar Pradesh
22423,Payroll Account,1,7/24/2011 10:03,15465,Uttar Pradesh
84879,Guarantees,1,7/24/2011 10:03,15465,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/24/2011 10:35,12916,Uttar Pradesh
23298,NRI Account,1,7/24/2011 10:35,12916,Uttar Pradesh
23203,Particular Account ,1,7/24/2011 10:37,16241,Uttar Pradesh
22386,Debit Card,1,7/24/2011 10:37,16241,Uttar Pradesh
20727,Long Term Deposits,1,7/24/2011 10:37,16241,Uttar Pradesh
23209B,Mortgage,1,7/24/2011 10:37,16241,Uttar Pradesh
22382,Long Term Loan,1,7/24/2011 10:37,16241,Uttar Pradesh
22384,E Account,1,7/24/2011 10:37,16241,Uttar Pradesh
22383,Pension Plans,1,7/24/2011 10:37,16241,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/24/2011 10:37,16241,Uttar Pradesh
23298,NRI Account,1,7/24/2011 10:37,16241,Uttar Pradesh
47566,Travel Insurance,1,7/24/2011 10:37,16241,Uttar Pradesh
23203,Particular Account ,1,7/24/2011 10:49,17265,Uttar Pradesh
85099B,Short Term Deposits,1,7/24/2011 10:49,17265,Uttar Pradesh
20725,Funds,1,7/24/2011 10:54,13802,Uttar Pradesh
23209B,Mortgage,1,7/24/2011 10:54,13802,Uttar Pradesh
47566,Travel Insurance,1,7/24/2011 11:06,17769,Uttar Pradesh
20725,Funds,1,7/24/2011 11:06,17769,Uttar Pradesh
84879,Guarantees,1,7/24/2011 11:06,17769,Uttar Pradesh
22720,Property Insurance,1,7/24/2011 11:06,17769,Uttar Pradesh
23206,Junior Account,1,7/24/2011 11:25,12490,Uttarakhand
22386,Debit Card,1,7/24/2011 11:25,12490,Uttarakhand
23203,Particular Account ,1,7/24/2011 11:25,12490,Uttarakhand
23298,NRI Account,1,7/24/2011 11:25,16407,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/24/2011 11:25,16407,Uttar Pradesh
20727,Long Term Deposits,1,7/24/2011 11:37,13029,Uttar Pradesh
22384,E Account,1,7/24/2011 11:37,13029,Uttar Pradesh
23209B,Mortgage,1,7/24/2011 11:40,14443,Uttar Pradesh
22469,Credit Card,1,7/24/2011 11:40,14443,Uttar Pradesh
84879,Guarantees,1,7/24/2011 11:40,14443,Uttar Pradesh
22386,Debit Card,1,7/24/2011 11:45,15506,Uttar Pradesh
21212,Health Insurance,1,7/24/2011 11:54,13137,Uttar Pradesh
22727,Savings Account,1,7/24/2011 11:54,13137,Uttar Pradesh
20728,Particular Plus Account,1,7/24/2011 11:54,13137,Uttar Pradesh
23206,Junior Account,1,7/24/2011 11:54,13137,Uttar Pradesh
23209B,Mortgage,1,7/24/2011 11:54,13137,Uttar Pradesh
23203,Particular Account ,1,7/24/2011 11:54,13137,Uttar Pradesh
22423,Payroll Account,1,7/24/2011 11:55,12472,Karnataka
22469,Credit Card,1,7/24/2011 11:58,17114,Uttar Pradesh
47566,Travel Insurance,1,7/24/2011 12:02,16525,Uttar Pradesh
22727,Savings Account,1,7/24/2011 12:05,12431,Kerala
23206,Junior Account,1,7/24/2011 12:18,16305,Uttar Pradesh
23209B,Mortgage,1,7/24/2011 12:18,16305,Uttar Pradesh
22383,Pension Plans,1,7/24/2011 12:18,16305,Uttar Pradesh
22382,Long Term Loan,1,7/24/2011 12:18,16305,Uttar Pradesh
23203,Particular Account ,1,7/24/2011 12:18,16305,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/24/2011 12:20,15708,Uttar Pradesh
22423,Payroll Account,1,7/24/2011 12:20,15708,Uttar Pradesh
22457,Taxes,1,7/24/2011 12:20,15708,Uttar Pradesh
22469,Credit Card,1,7/24/2011 12:20,15708,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/24/2011 12:26,13831,Uttar Pradesh
22197,Life Insurance,1,7/24/2011 12:33,16218,Uttar Pradesh
22469,Credit Card,1,7/24/2011 12:33,16218,Uttar Pradesh
20727,Long Term Deposits,1,7/24/2011 12:33,16218,Uttar Pradesh
20728,Particular Plus Account,1,7/24/2011 12:33,16218,Uttar Pradesh
22383,Pension Plans,1,7/24/2011 12:33,16218,Uttar Pradesh
23209B,Mortgage,1,7/24/2011 12:33,16218,Uttar Pradesh
47566,Travel Insurance,1,7/24/2011 13:06,16558,Uttar Pradesh
22720,Property Insurance,1,7/24/2011 13:06,16558,Uttar Pradesh
23298,NRI Account,1,7/24/2011 13:06,16558,Uttar Pradesh
22423,Payroll Account,1,7/24/2011 13:11,16684,Uttar Pradesh
23203,Particular Account ,1,7/24/2011 13:11,16684,Uttar Pradesh
23206,Junior Account,1,7/24/2011 13:11,16684,Uttar Pradesh
20728,Particular Plus Account,1,7/24/2011 13:13,18229,Uttar Pradesh
22384,E Account,1,7/24/2011 13:13,18229,Uttar Pradesh
22382,Long Term Loan,1,7/24/2011 13:13,18229,Uttar Pradesh
20727,Long Term Deposits,1,7/24/2011 13:13,18229,Uttar Pradesh
85099B,Short Term Deposits,1,7/24/2011 13:18,17935,Uttar Pradesh
23298,NRI Account,1,7/24/2011 13:26,17724,Uttar Pradesh
22197,Life Insurance,1,7/24/2011 13:30,17703,Uttar Pradesh
22197,Life Insurance,1,7/24/2011 14:21,16710,Uttar Pradesh
22457,Taxes,1,7/24/2011 14:33,13116,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/24/2011 14:33,13116,Uttar Pradesh
22383,Pension Plans,1,7/24/2011 15:23,16782,Uttar Pradesh
20725,Funds,1,7/24/2011 15:23,16782,Uttar Pradesh
47566,Travel Insurance,1,7/24/2011 15:23,16782,Uttar Pradesh
22993,Fire Insurance,1,7/24/2011 15:39,14057,Uttar Pradesh
23203,Particular Account ,1,7/24/2011 15:39,14057,Uttar Pradesh
22993,Fire Insurance,1,7/24/2011 15:39,14019,Uttar Pradesh
23203,Particular Account ,1,7/24/2011 15:46,13037,Uttar Pradesh
85099B,Short Term Deposits,1,7/24/2011 15:51,16458,Uttar Pradesh
22386,Debit Card,1,7/24/2011 15:51,16458,Uttar Pradesh
47566,Travel Insurance,1,7/24/2011 15:53,17649,Uttar Pradesh
20728,Particular Plus Account,1,7/24/2011 15:53,17649,Uttar Pradesh
22383,Pension Plans,1,7/24/2011 15:53,17649,Uttar Pradesh
23203,Particular Account ,1,7/24/2011 15:53,17649,Uttar Pradesh
22386,Debit Card,1,7/24/2011 15:53,17649,Uttar Pradesh
20725,Funds,1,7/24/2011 15:53,17649,Uttar Pradesh
85099B,Short Term Deposits,1,7/24/2011 15:53,17649,Uttar Pradesh
22720,Property Insurance,1,7/24/2011 15:53,17649,Uttar Pradesh
23298,NRI Account,1,7/24/2011 15:53,17649,Uttar Pradesh
22993,Fire Insurance,1,7/24/2011 15:53,17649,Uttar Pradesh
22423,Payroll Account,1,7/24/2011 15:53,17649,Uttar Pradesh
21212,Health Insurance,1,7/24/2011 15:53,17649,Uttar Pradesh
22993,Fire Insurance,1,7/24/2011 16:05,16178,Uttar Pradesh
22086,Vehicle Insurance,1,7/24/2011 16:12,13956,Uttar Pradesh
84879,Guarantees,1,7/24/2011 16:12,13956,Uttar Pradesh
20725,Funds,1,7/24/2011 16:12,13956,Uttar Pradesh
22197,Life Insurance,1,7/24/2011 16:15,13230,Uttar Pradesh
22720,Property Insurance,1,7/25/2011 8:50,14948,Uttar Pradesh
47566,Travel Insurance,1,7/25/2011 9:26,14367,Uttar Pradesh
22386,Debit Card,1,7/25/2011 9:26,14367,Uttar Pradesh
23298,NRI Account,1,7/25/2011 9:26,14367,Uttar Pradesh
22720,Property Insurance,1,7/25/2011 9:26,14367,Uttar Pradesh
20725,Funds,1,7/25/2011 9:26,14367,Uttar Pradesh
20728,Particular Plus Account,1,7/25/2011 9:26,14367,Uttar Pradesh
20727,Long Term Deposits,1,7/25/2011 9:26,14367,Uttar Pradesh
22382,Long Term Loan,1,7/25/2011 9:26,14367,Uttar Pradesh
22383,Pension Plans,1,7/25/2011 9:26,14367,Uttar Pradesh
22384,E Account,1,7/25/2011 9:26,14367,Uttar Pradesh
23206,Junior Account,1,7/25/2011 9:26,14367,Uttar Pradesh
23209B,Mortgage,1,7/25/2011 9:26,14367,Uttar Pradesh
20725,Funds,1,7/25/2011 9:48,15144,Uttar Pradesh
22384,E Account,1,7/25/2011 9:48,15144,Uttar Pradesh
22382,Long Term Loan,1,7/25/2011 9:48,15144,Uttar Pradesh
23203,Particular Account ,1,7/25/2011 9:50,15144,Uttar Pradesh
22457,Taxes,1,7/25/2011 9:58,17054,Uttar Pradesh
21212,Health Insurance,1,7/25/2011 10:01,12540,Maharashtra
85123A,Recurrent Deposit Account,1,7/25/2011 10:01,12540,Maharashtra
84879,Guarantees,1,7/25/2011 10:01,12540,Maharashtra
20725,Funds,1,7/25/2011 10:01,12540,Maharashtra
22423,Payroll Account,1,7/25/2011 10:19,17040,Uttar Pradesh
84879,Guarantees,1,7/25/2011 10:19,17040,Uttar Pradesh
22386,Debit Card,1,7/25/2011 10:28,16099,Uttar Pradesh
85099B,Short Term Deposits,1,7/25/2011 10:28,16099,Uttar Pradesh
21212,Health Insurance,1,7/25/2011 10:47,15981,Uttar Pradesh
23203,Particular Account ,1,7/25/2011 10:47,15981,Uttar Pradesh
22423,Payroll Account,1,7/25/2011 10:56,14194,Uttar Pradesh
23203,Particular Account ,1,7/25/2011 10:56,14194,Uttar Pradesh
23206,Junior Account,1,7/25/2011 10:56,14194,Uttar Pradesh
22457,Taxes,1,7/25/2011 10:56,14194,Uttar Pradesh
23298,NRI Account,1,7/25/2011 10:56,14194,Uttar Pradesh
85099B,Short Term Deposits,1,7/25/2011 10:56,14194,Uttar Pradesh
22993,Fire Insurance,1,7/25/2011 11:01,14100,Uttar Pradesh
21034,Home Insurance,1,7/25/2011 11:01,14100,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/25/2011 11:01,14100,Uttar Pradesh
22720,Property Insurance,1,7/25/2011 11:01,14100,Uttar Pradesh
21034,Home Insurance,1,7/25/2011 11:01,14100,Uttar Pradesh
23298,NRI Account,1,7/25/2011 11:36,15218,Uttar Pradesh
85099B,Short Term Deposits,1,7/25/2011 11:36,15218,Uttar Pradesh
23203,Particular Account ,1,7/25/2011 11:36,15218,Uttar Pradesh
21034,Home Insurance,1,7/25/2011 11:36,15218,Uttar Pradesh
20727,Long Term Deposits,1,7/25/2011 11:37,14246,Uttar Pradesh
22457,Taxes,1,7/25/2011 11:37,14246,Uttar Pradesh
84879,Guarantees,1,7/25/2011 11:37,14246,Uttar Pradesh
47566,Travel Insurance,1,7/25/2011 11:37,14246,Uttar Pradesh
20727,Long Term Deposits,1,7/25/2011 12:09,17841,Uttar Pradesh
22383,Pension Plans,1,7/25/2011 12:09,17841,Uttar Pradesh
23206,Junior Account,1,7/25/2011 12:09,17841,Uttar Pradesh
20725,Funds,1,7/25/2011 12:09,17841,Uttar Pradesh
23298,NRI Account,1,7/25/2011 12:09,17841,Uttar Pradesh
20727,Long Term Deposits,1,7/25/2011 12:09,17841,Uttar Pradesh
22384,E Account,1,7/25/2011 12:09,17841,Uttar Pradesh
20728,Particular Plus Account,1,7/25/2011 12:09,17841,Uttar Pradesh
22382,Long Term Loan,1,7/25/2011 12:09,17841,Uttar Pradesh
22720,Property Insurance,1,7/25/2011 12:09,17841,Uttar Pradesh
22993,Fire Insurance,1,7/25/2011 12:09,17841,Uttar Pradesh
22457,Taxes,1,7/25/2011 12:25,15781,Uttar Pradesh
22386,Debit Card,1,7/25/2011 12:50,15835,Uttar Pradesh
47566,Travel Insurance,1,7/25/2011 12:58,17364,Uttar Pradesh
23209B,Mortgage,1,7/25/2011 12:58,17364,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/25/2011 13:00,14344,Uttar Pradesh
22423,Payroll Account,1,7/25/2011 13:28,16557,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/25/2011 13:45,16033,Uttar Pradesh
22457,Taxes,1,7/25/2011 13:45,16033,Uttar Pradesh
21212,Health Insurance,1,7/25/2011 13:45,16033,Uttar Pradesh
21212,Health Insurance,1,7/25/2011 13:54,13814,Karnataka
22727,Savings Account,1,7/25/2011 13:54,13814,Karnataka
22720,Property Insurance,1,7/25/2011 13:57,14796,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/25/2011 13:57,14796,Uttar Pradesh
84879,Guarantees,1,7/25/2011 14:35,14342,Uttar Pradesh
22457,Taxes,1,7/25/2011 14:35,14342,Uttar Pradesh
22197,Life Insurance,1,7/25/2011 14:35,16364,Uttar Pradesh
22197,Life Insurance,1,7/25/2011 15:08,14692,Uttar Pradesh
20725,Funds,1,7/25/2011 15:14,17705,Uttar Pradesh
20727,Long Term Deposits,1,7/25/2011 15:14,17705,Uttar Pradesh
23209B,Mortgage,1,7/25/2011 15:14,17705,Uttar Pradesh
23206,Junior Account,1,7/25/2011 15:14,17705,Uttar Pradesh
20728,Particular Plus Account,1,7/25/2011 15:17,14232,Uttar Pradesh
23298,NRI Account,1,7/25/2011 15:22,12836,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/25/2011 15:22,12836,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/25/2011 16:18,13110,Uttar Pradesh
21212,Health Insurance,1,7/25/2011 16:39,15372,Uttar Pradesh
23209B,Mortgage,1,7/25/2011 16:39,15372,Uttar Pradesh
47566,Travel Insurance,1,7/26/2011 9:20,17734,Uttar Pradesh
22457,Taxes,1,7/26/2011 9:20,17734,Uttar Pradesh
47566,Travel Insurance,1,7/26/2011 9:23,15281,Uttar Pradesh
22423,Payroll Account,1,7/26/2011 9:23,15281,Uttar Pradesh
85123A,Recurrent Deposit Account,1,7/26/2011 9:23,15281,Uttar Pradesh
85099B,Short Term Deposits,1,7/26/2011 9:55,13629,Uttar Pradesh
84879,Guarantees,1,7/26/2011 10:13,15618,Uttar Pradesh
47566,Travel Insurance,1,7/26/2011 10:20,15855,Uttar Pradesh
21034,Home Insurance,1,7/26/2011 10:20,15855,Uttar Pradesh
